path	title	public_referrers	historical_referrers	total_referrers	classification	sample_public_referrers	sample_historical_referrers
docs/superpowers/notes/2026-06-18-backfill-autowrite-ground-truth-strategy-note.md	Backfill Auto-Write Ground-Truth Strategy	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/notes/2026-06-18-chatgpt_reset_backfill_productization_objective.md	Reset The Backfill Productization Objective	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/notes/2026-06-24-pr88-stack-artifact-boundary-retrospective.md	2026-06-24-pr88-stack-artifact-boundary-retrospective	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-04-07-istd-tag-pairing-nl-fix.md	2026-04-07-istd-tag-pairing-nl-fix	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-03-output-maintainability-refactor.md	Output Maintainability Refactor	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-04-local-minimum-parameter-optimization.md	Local Minimum Parameter Optimization	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-05-excel-review-visual-report.md	Excel Review Visual Report	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-08-weighted-evidence-confidence-scoring.md	Weighted Evidence Confidence Scoring	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-13-untargeted-drift-aware-owner-edge-plan.md	Untargeted Drift Aware Owner Edge Plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-13-untargeted-final-matrix-rescue-contract-plan.md	Untargeted Final Matrix Rescue Contract Plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-14-matrix-identity-consolidation-v2-plan.md	Matrix Identity Consolidation V2 Plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-15-multi-nl-tag-and-artificial-adduct-plan.md	Multi Nl Tag And Artificial Adduct Plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-16-targeted-benchmark-reliability-plan.md	Targeted Benchmark Reliability Plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-20-instrument-qc-sdolek-calibration-v1-plan.md	2026-05-20-instrument-qc-sdolek-calibration-v1-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-21-instrument-qc-matrix-calibration-productization-plan.md	2026-05-21-instrument-qc-matrix-calibration-productization-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-21-instrument-qc-mid-long-term-calibration-gates-plan.md	2026-05-21-instrument-qc-mid-long-term-calibration-gates-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-24-p1-resolver-default-real-data-validation.md	2026-05-24-p1-resolver-default-real-data-validation	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-24-resolver-default-switch-implementation.md	2026-05-24-resolver-default-switch-implementation	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-25-evidence-chain-cost-control-implementation-plan.md	2026-05-25-evidence-chain-cost-control-implementation-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-25-p2-asls-baseline-shadow-implementation.md	2026-05-25-p2-asls-baseline-shadow-implementation	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-25-p4-area-uncertainty-formula-implementation.md	2026-05-25-p4-area-uncertainty-formula-implementation	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-26-p2b-asls-production-promotion-plan.md	2026-05-26-p2b-asls-production-promotion-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-26-p7-stabilization-implementation-plan.md	2026-05-26-p7-stabilization-implementation-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-28-tiered-backfill-machine-decision-contract-implementation-plan.md	2026-05-28-tiered-backfill-machine-decision-contract-implementation-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-29-provisional-backfill-diagnostic-sidecar-pilot-implementation-plan.md	2026-05-29-provisional-backfill-diagnostic-sidecar-pilot-implementation-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-29-shared-peak-identity-slice0-implementation-plan.md	2026-05-29-shared-peak-identity-slice0-implementation-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-29-shared-peak-identity-slice1-blast-radius-plan.md	2026-05-29-shared-peak-identity-slice1-blast-radius-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-29-tier2-sidecar-provenance-gate-checkpoint-plan.md	2026-05-29-tier2-sidecar-provenance-gate-checkpoint-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-29-tier2-v0-coherence-diagnostic-plan.md	2026-05-29-tier2-v0-coherence-diagnostic-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-05-30-shared-peak-identity-v15-v2-implementation-plan.md	2026-05-30-shared-peak-identity-v15-v2-implementation-plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-06-03-selected-full-envelope-quantitation-boundary-implementation-goal.md	Selected Full Envelope Quantitation Boundary Implementation Goal	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-06-07-backfill-evidence-reconciliation-productization-plan.md	Backfill Evidence Reconciliation Productization Implementation Plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-06-08-peakhypothesis-backfill-promotion-policy.md	PeakHypothesis Backfill Promotion Policy Implementation Plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-06-09-matrix-only-backfill-activation.md	Matrix-Only Backfill Activation	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-06-18-backfill-evidence-lifecycle-blueprint.md	Backfill Evidence Lifecycle Blueprint	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/plans/2026-06-23-row-completion-confidence-benchmark-implementation-plan.md	Row Completion Confidence Benchmark Implementation Plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/reports/2026-06-15-current-capability-inventory-and-promotion-roadmap.md	Current Capability Inventory And Promotion Roadmap	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-04-20-peak-scoring-tiered-design.md	2026 04 20 Peak Scoring Tiered Design	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-03-output-maintainability-design.md	2026 05 03 Output Maintainability Design	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-06-numofinder-inspired-ms2-evidence-and-discovery-spec.md	2026 05 06 Numofinder Inspired Ms2 Evidence And Discovery Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-09-untargeted-discovery-v1-spec.md	2026 05 09 Untargeted Discovery V1 Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-11-untargeted-alignment-output-contract.md	2026 05 11 Untargeted Alignment Output Contract	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-14-final-matrix-identity-contract.md	Final Matrix Identity Contract	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-14-matrix-identity-consolidation-v2-spec.md	Matrix Identity Consolidation V2 Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-15-multi-nl-tag-and-artificial-adduct-contract.md	2026 05 15 Multi Nl Tag And Artificial Adduct Contract	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-15-owner-backfill-request-economics-spec.md	2026 05 15 Owner Backfill Request Economics Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-16-module-responsibility-inventory.md	2026 05 16 Module Responsibility Inventory	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-16-peak-candidate-table-v1-spec.md	2026 05 16 Peak Candidate Table V1 Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-16-targeted-benchmark-reliability-spec.md	2026 05 16 Targeted Benchmark Reliability Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-17-targeted-nl-dropout-convergence-spec.md	2026 05 17 Targeted Nl Dropout Convergence Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-18-area-integration-uncertainty-audit-gate.md	2026 05 18 Area Integration Uncertainty Audit Gate	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-18-region-first-safe-merge-validation-gate.md	2026 05 18 Region First Safe Merge Validation Gate	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-19-safe-merge-provenance-validation.md	2026 05 19 Safe Merge Provenance Validation	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-20-instrument-qc-phases-3-6-consolidated-spec-plan.md	2026 05 20 Instrument Qc Phases 3 6 Consolidated Spec Plan	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-20-instrument-qc-sdolek-calibration-v1-spec.md	2026 05 20 Instrument Qc Sdolek Calibration V1 Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-20-low-ms1-coverage-review-module-deepening-spec.md	2026 05 20 Low Ms1 Coverage Review Module Deepening Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-21-instrument-qc-matrix-calibration-productization-spec.md	2026 05 21 Instrument Qc Matrix Calibration Productization Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-22-untargeted-identity-coherence-controls-spec.md	2026 05 22 Untargeted Identity Coherence Controls Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-22-untargeted-identity-coherence-core-spec.md	2026 05 22 Untargeted Identity Coherence Core Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-22-untargeted-identity-coherence-downstream-audit-boundary.md	2026 05 22 Untargeted Identity Coherence Downstream Audit Boundary	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-22-untargeted-identity-coherence-implementation-contract.md	2026 05 22 Untargeted Identity Coherence Implementation Contract	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-22-untargeted-identity-coherence-prototype-spec.md	2026 05 22 Untargeted Identity Coherence Prototype Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-24-identity-coherence-post-v04-85raw-roadmap-spec.md	2026 05 24 Identity Coherence Post V04 85Raw Roadmap Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-24-peak-pipeline-cleanup-alignment-grouping-consolidation-spec.md	2026 05 24 Peak Pipeline Cleanup Alignment Grouping Consolidation Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-24-peak-pipeline-cleanup-roadmap-overview-spec.md	Peak Pipeline Cleanup Roadmap Overview Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-24-peak-pipeline-cwt-evidence-honesty-spec.md	2026 05 24 Peak Pipeline Cwt Evidence Honesty Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-24-peak-pipeline-resolver-default-switch-spec.md	2026 05 24 Peak Pipeline Resolver Default Switch Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-24-post-pr60-codebase-cleanup-spec.md	2026 05 24 Post Pr60 Codebase Cleanup Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-28-alignment-matrix-handoff-behavior-spec.md	2026 05 28 Alignment Matrix Handoff Behavior Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-28-tiered-backfill-machine-decision-contract-spec.md	2026 05 28 Tiered Backfill Machine Decision Contract Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-29-provisional-backfill-production-candidate-gate-design.md	2026 05 29 Provisional Backfill Production Candidate Gate Design	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-29-shared-peak-identity-evidence-explanation-pilot-design.md	2026 05 29 Shared Peak Identity Evidence Explanation Pilot Design	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-29-tier2-evidence-producer-provenance-contract-design.md	2026 05 29 Tier2 Evidence Producer Provenance Contract Design	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-05-29-tier2-v0-coherence-criteria-review-design.md	2026 05 29 Tier2 V0 Coherence Criteria Review Design	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-06-01-c4-peak-scoring-evidence-decision-design.md	2026 06 01 C4 Peak Scoring Evidence Decision Design	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-06-01-peak-pipeline-cleanup-current-state-reassessment-spec.md	2026 06 01 Peak Pipeline Cleanup Current State Reassessment Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-06-01-technical-debt-and-dead-code-cleanup-roadmap-v2-spec.md	2026 06 01 Technical Debt And Dead Code Cleanup Roadmap V2 Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-06-02-asls-primary-matrix-value-policy-spec.md	AsLS Primary Matrix Value Policy Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-06-02-c6-cross-sample-peak-group-hypothesis-shadow-contract-design.md	2026 06 02 C6 Cross Sample Peak Group Hypothesis Shadow Contract Design	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-06-02-mature-package-flow-reference-spec.md	2026 06 02 Mature Package Flow Reference Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-06-02-region-boundary-decision-owner-design.md	2026 06 02 Region Boundary Decision Owner Design	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-06-03-targeted-evidence-chain-alignment-spec.md	2026 06 03 Targeted Evidence Chain Alignment Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-06-07-backfill-evidence-reconciliation-gallery-design.md	2026 06 07 Backfill Evidence Reconciliation Gallery Design	0	0	0	removal_candidate_no_repo_referrers	none	none
docs/superpowers/specs/2026-06-16-shared-target-untarget-peak-identity-spine-spec.md	Shared Target/Untarget Peak Identity Spine Spec	0	0	0	removal_candidate_no_repo_referrers	none	none
